sov_line_id,description,scheduled_value,previous_billed,this_period,total_billed,pct_complete,balance_to_finish,project_id,application_number
PRJ-2024-005-SOV-11,Controls - Programming & Commissioning,544600,500900,9000,509900,93.6,34700,PRJ-2024-005,19
PRJ-2024-005-SOV-12,Insulation,812400,747400,14600,762000,93.8,50400,PRJ-2024-005,19
PRJ-2024-005-SOV-13,"Testing, Adjusting & Balancing (TAB)",347100,315700,7100,322800,93.0,24300,PRJ-2024-005,19
PRJ-2024-005-SOV-14,Startup & Commissioning Support,377500,343500,8300,351800,93.2,25700,PRJ-2024-005,19
PRJ-2024-005-SOV-15,Closeout Documentation & Training,155000,140900,3400,144300,93.1,10700,PRJ-2024-005,19
PRJ-2024-005-SOV-03,Ductwork - Fabrication,1392000,1344100,23700,1367800,98.3,24200,PRJ-2024-005,20
PRJ-2024-005-SOV-04,Ductwork - Installation,1387100,1337200,22500,1359700,98.0,27400,PRJ-2024-005,20
PRJ-2024-005-SOV-05,Piping - Hydronic Systems,1377100,1329300,21200,1350500,98.1,26600,PRJ-2024-005,20
PRJ-2024-005-SOV-06,Piping - Refrigerant,926700,894100,16300,910400,98.2,16300,PRJ-2024-005,20
PRJ-2024-005-SOV-07,Equipment - RTUs/AHUs,1669400,1610100,27600,1637700,98.1,31700,PRJ-2024-005,20
PRJ-2024-005-SOV-08,Equipment - Chillers/Boilers,1262400,1219200,21600,1240800,98.3,21600,PRJ-2024-005,20
PRJ-2024-005-SOV-09,Equipment - Terminal Units (VAV/FCU),927500,894100,16400,910500,98.2,17000,PRJ-2024-005,20
PRJ-2024-005-SOV-10,Controls - DDC/BAS Installation,1048100,983100,18400,1001500,95.6,46600,PRJ-2024-005,20
PRJ-2024-005-SOV-11,Controls - Programming & Commissioning,544600,509900,10800,520700,95.6,23900,PRJ-2024-005,20
PRJ-2024-005-SOV-12,Insulation,812400,762000,14400,776400,95.6,36000,PRJ-2024-005,20
PRJ-2024-005-SOV-13,"Testing, Adjusting & Balancing (TAB)",347100,322800,8900,331700,95.6,15400,PRJ-2024-005,20
PRJ-2024-005-SOV-14,Startup & Commissioning Support,377500,351800,8600,360400,95.5,17100,PRJ-2024-005,20
PRJ-2024-005-SOV-15,Closeout Documentation & Training,155000,144300,3500,147800,95.4,7200,PRJ-2024-005,20
PRJ-2024-005-SOV-03,Ductwork - Fabrication,1392000,1367800,23200,1391000,99.9,1000,PRJ-2024-005,21
PRJ-2024-005-SOV-04,Ductwork - Installation,1387100,1359700,22900,1382600,99.7,4500,PRJ-2024-005,21
PRJ-2024-005-SOV-05,Piping - Hydronic Systems,1377100,1350500,25500,1376000,99.9,1100,PRJ-2024-005,21
PRJ-2024-005-SOV-06,Piping - Refrigerant,926700,910400,14600,925000,99.8,1700,PRJ-2024-005,21
PRJ-2024-005-SOV-07,Equipment - RTUs/AHUs,1669400,1637700,27700,1665400,99.8,4000,PRJ-2024-005,21
PRJ-2024-005-SOV-08,Equipment - Chillers/Boilers,1262400,1240800,19900,1260700,99.9,1700,PRJ-2024-005,21
PRJ-2024-005-SOV-09,Equipment - Terminal Units (VAV/FCU),927500,910500,15400,925900,99.8,1600,PRJ-2024-005,21
PRJ-2024-005-SOV-10,Controls - DDC/BAS Installation,1048100,1001500,20800,1022300,97.5,25800,PRJ-2024-005,21
PRJ-2024-005-SOV-11,Controls - Programming & Commissioning,544600,520700,10200,530900,97.5,13700,PRJ-2024-005,21
PRJ-2024-005-SOV-12,Insulation,812400,776400,16800,793200,97.6,19200,PRJ-2024-005,21
PRJ-2024-005-SOV-13,"Testing, Adjusting & Balancing (TAB)",347100,331700,8100,339800,97.9,7300,PRJ-2024-005,21
PRJ-2024-005-SOV-14,Startup & Commissioning Support,377500,360400,8400,368800,97.7,8700,PRJ-2024-005,21
PRJ-2024-005-SOV-15,Closeout Documentation & Training,155000,147800,3600,151400,97.7,3600,PRJ-2024-005,21
